买方客户,得分
999800001284CF,31.8
999800032892SR,18
999800014516SR,24
999800049897CF,0
999800023478SR,30
999800037595CF,32.4
999800002506SR,24
999800010984SR,36
999800002727CF,39.6
999800000361CF,24
999800023687CF,24
999800002372SR,60
999800023486CF,23.9182
999800006000CF,19.8
999800035775SR,36
999800020924SR,36
999800035670CF,19.8
999800013404SR,36
999800018225SR,36
999800024736SR,54
999800046193SR,36
999800026478SR,60
999800043284CF,36
999800040635SR,30
999800037878SR,36
999800047310CF,39.6
999800011406CF,36
999800016209SR,36
999800009670CF,0
999800012276SR,36
999800021241SR,36
999800015079SR,60
999800007553SR,24
999800024961SR,36
999800036650SR,36
999800023662SR,60
999800035436SR,60
999800014823CF,20.4
999800017191CF,55.8
999800031149CF,20.4
999800043824SR,60
999800032113CF,43.8
999800012002SR,36
999800028378SR,36
999800003781SR,36
999800017081CF,48.9333
999800021299SR,36
999800017632CF,43.8
999800003898SR,36
999800008616CF,30.3
999800004044CF,55.8
999800003095SR,54
999800025661SR,36
999800042229SR,36
999800012938CF,19.8
999800000243SR,30
999800019177CF,39.6
999800032914SR,36
999800012196SR,60
999800026929CF,39.6
999800041461SR,18
999800049335SR,0
999800032310SR,60
999800049920CF,0
999800044388CF,33.44
999800025534SR,18
999800020222SR,36
999800041136SR,42
999800000992SR,36
999800003653SR,36
999800002440CF,36
999800018552CF,28.2
999800034018SR,36
999800024204SR,24
999800023997SR,36
999800036477SR,60
999800034328SR,36
999800044801SR,36
999800049984SR,0
999800046612CF,19.8
999800034453CF,19.8
999800011678CF,36
999800034574CF,36
999800009420CF,19.8
999800042587CF,43.8
999800023033CF,43.8
999800042640SR,36
999800011886CF,48
999800021146SR,18
999800046574CF,31.8
999800042131CF,52.2
999800025799CF,36
999800008069CF,36
999800031224CF,24
999800030288CF,31.8
999800025335CF,27.6
999800039456CF,19.8
999800027588CF,31.8
999800005977CF,51.5
999800049921CF,0
999800012886SR,36
999800014709CF,39.6
999800047493CF,22.4069
999800013544CF,48
999800021509SR,60
999800026913SR,42
999800045286CF,31.8
999800047958CF,43.8
999800014608CF,43.8
999800047274SR,36
999800016821SR,48
999800004237CF,19.8
999800009930CF,19.8
999800019197CF,36
999800032111SR,60
999800031701SR,30
999800024822CF,19.8
999800014418CF,19.8
999800030141SR,36
999800012916CF,36
999800026435CF,55.8
999800018476CF,36
999800029470CF,19.8
999800039356CF,19.8
999800038475SR,60
999800027700CF,40.2
999800015741CF,16.2
999800008264CF,55.8
999800039905SR,60
999800040844CF,19.8
999800012999CF,55.8
999800005486CF,36
999800036113CF,20.4
999800014965CF,48
999800044870CF,19.8
999800043244SR,60
999800011788CF,38.0647
999800004062CF,31.8
999800017633SR,36
999800045054CF,0
999800020295CF,16.2
999800022205SR,48
999800047846SR,36
999800004743CF,24
999800038259CF,48
999800011375SR,24
999800035425SR,60
999800027836SR,54
999800035106SR,42
999800046017CF,39.6
999800015427SR,36
999800023581CF,36
999800036212CF,19.8
999800029158SR,36
999800016729SR,42
999800012837SR,36
999800028493SR,36
999800004402CF,19.8
999800012901SR,30
999800019831SR,60
999800028772CF,0
999800007340SR,24
999800026754CF,19.8
999800004933CF,31.8
999800004707SR,60
999800025877SR,42
999800020996CF,16.2
999800016630SR,42
999800004015SR,48
999800005974SR,36
999800002852CF,39.6
999800039521SR,36
999800010749CF,31.8
999800048461SR,24
999800033514CF,17.24
999800013110SR,60
999800036735CF,19.8
999800007512CF,36
999800017704CF,48
999800030494SR,36
999800038898CF,27.6
999800018193CF,31.8
999800004268CF,27.6
999800022885SR,36
999800039928CF,28.2
999800042960CF,24
999800013965CF,48
999800006583SR,0
999800027573CF,43.8
999800048154CF,28.2
999800005302SR,60
999800018151SR,30
999800008913CF,48
999800021170SR,36
999800005289SR,60
999800007472CF,39.6
999800025248SR,30
999800040865CF,51.48
999800027282CF,24
999800003294SR,18
999800013925CF,55.8
999800007103CF,19.8
999800039212SR,30
999800041282SR,18
999800023110CF,43.8
999800033925SR,0
999800038990CF,43.8
999800043862CF,48
999800029565CF,37.7472
999800023783CF,28.2
999800003699SR,24
999800007400SR,60
999800008486SR,36
999800046423CF,39.6
999800012185SR,36
999800034479CF,43.8
999800042998SR,60
999800044995CF,48
999800028615CF,19.8
999800033055CF,31.8
999800022950CF,28.2
999800007629SR,42
999800014238SR,36
999800047639CF,27.6
999800021875SR,60
999800049887CF,0
999800041331SR,30
999800025800CF,17.76
999800004166CF,52.2
999800019956SR,36
999800024816SR,49.4505
999800008921CF,31.8
999800033849SR,36
999800001672SR,30
999800021774SR,36
999800025862SR,24
999800040751CF,16.2
999800015906SR,54
999800037840CF,36
999800019637CF,18.2571
999800021309SR,36
999800028376CF,48
999800019897SR,36
999800038767SR,36
999800048214CF,19.8
999800041909CF,0
999800041279SR,54
999800016393CF,24
999800007650SR,42
999800036987CF,43.8
999800043246SR,42
999800021821SR,60
999800034881SR,36
999800001198SR,60
999800002623CF,36
999800049105SR,0
999800029983SR,36
999800020293CF,27.6
999800036189CF,43.8
999800034181CF,43.8
999800016982CF,19.8
999800026313CF,39.6
999800045559CF,48
999800038434SR,30
999800014978CF,19.8
999800014019SR,36
999800040547CF,20.4
999800011380CF,36
999800045972CF,43.8
999800009411CF,43.8
999800046101CF,39.6
999800048294CF,12
999800049630CF,0
999800019857CF,40.2
999800028920CF,16.2
999800003259SR,24
999800008614CF,55.8
999800044222CF,19.8
999800019859CF,43.8
999800037563SR,54
999800012884SR,36
999800007163CF,39.8739
999800016616CF,31.8
999800049291SR,0
999800022578CF,24
999800010796SR,36
999800046441CF,43.8
999800007378CF,19.8
999800020946CF,55.8
999800026203CF,31.8
999800024271CF,55.8
999800037244CF,51.4577
999800045189SR,0
999800016129CF,16.2
999800005713CF,36
999800002410CF,19.8
999800023560SR,36
999800035892SR,36
999800001328CF,12
999800005425CF,24
999800002419CF,55.8
999800030671CF,55.8
999800038103CF,31.8
999800004509CF,12
999800019673SR,60
999800041692CF,24
999800036869SR,42
999800015360SR,18
999800021117SR,60
999800003984CF,19.8
999800011740SR,36
999800004919CF,28.2
999800037665SR,42
999800022266SR,36
999800048467CF,24
999800028947SR,36
999800003259CF,40.5882
999800030477CF,38.1894
999800025591CF,24
999800042610SR,54
999800022580CF,24
999800047862CF,48
999800018492CF,19.8
999800036542SR,54
999800018044SR,60
999800042802SR,60
999800013535CF,43.8
999800040304SR,36
999800031496SR,24
999800049651CF,0
999800030147CF,19.8
999800038915CF,55.8
999800039514CF,39.3818
999800003679CF,48
999800004992SR,0
999800004521SR,36
999800033649CF,28.2
999800026306SR,42
999800029969SR,36
999800019581CF,31.8
999800006699SR,36
999800031722SR,54
999800013706CF,19.8
999800020719SR,18
999800038892CF,31.8
999800049012CF,39.6
999800010030CF,43.8
999800027350CF,24
999800045217CF,21.9
999800020781SR,42
999800004053SR,42
999800001966CF,19.8
999800008432SR,36
999800012531SR,36
999800028327SR,36
999800037286CF,43.8
999800041586CF,18.6985
999800033300SR,60
999800014944SR,36
999800026410CF,36
999800008479SR,36
999800020506CF,52.2
999800016789CF,0
999800021014SR,36
999800021846SR,36
999800005121SR,36
999800046533CF,31.8
999800040105CF,36
999800021323SR,36
999800037360CF,39.6
999800003710CF,12
999800017464SR,24
999800040752CF,28.2
999800022196SR,42
999800016626SR,18
999800048642SR,24
999800002480SR,36
999800045620CF,43.8
999800011186CF,36
999800023944CF,21.7714
999800035021CF,55.8
999800027660CF,39.6
999800019760CF,40.2
999800034197CF,32.4
999800014314CF,36
999800001309CF,28.2
999800034833CF,28.2
999800011147CF,43.8
999800042237SR,42
999800004473SR,60
999800035318SR,36
999800017132CF,48
999800032486SR,24
999800001005CF,31.8
999800047154CF,24
999800021032CF,24
999800002569CF,48
999800019069CF,40.2
999800048983SR,0
999800044410SR,60
999800034972SR,24
999800034097SR,36
999800011306SR,36
999800035082SR,60
999800031010CF,28.2
999800049776SR,0
999800045554CF,19.8
999800033110CF,55.8
999800005356SR,36
999800031764CF,22.2774
999800007240SR,36
999800021986CF,16.2
999800020896SR,0
999800007966CF,36
999800028377SR,36
999800019819CF,19.8
999800029029SR,60
999800024326SR,36
999800025713SR,36
999800019549SR,42
999800049388CF,0
999800032534CF,51.7459
999800049747SR,0
999800032330CF,48
999800048819CF,43.8
999800000573SR,36
999800007993SR,36
999800048513CF,21.12
999800048065SR,60
999800044690CF,36
999800049507SR,0
999800001186SR,24
999800030845SR,36
999800040045SR,60
999800022234CF,19.8
999800044992SR,18
999800003604CF,43.8
999800003454SR,36
999800039712SR,36
999800036993CF,24
999800043326SR,36
999800012355SR,36
999800024192CF,19.8
999800019330CF,32.4
999800032587SR,60
999800006707CF,39.6
999800021714CF,24
999800033767CF,52.2
999800038583CF,40.2
999800037934SR,24
999800014336SR,60
999800018599CF,48
999800008109SR,30
999800049986SR,0
999800002188CF,46.3333
999800001864SR,60
999800005062SR,30
999800013295SR,36
999800033282SR,36
999800041330CF,39.6
999800017453SR,18
999800025041SR,60
999800020771CF,52.2
999800038301SR,60
999800002156CF,29.7
999800045247CF,55.8
999800049585CF,0
999800007320SR,42
999800017568CF,39.6
999800041628SR,36
999800017033SR,42
999800039006SR,18
999800027145SR,36
999800023623SR,36
999800014237CF,43.8
999800049005CF,31.8
999800003565CF,19.8
999800043552CF,55.8
999800016189CF,19.8
999800028316SR,36
999800005524SR,0
999800049832CF,0
999800000999CF,39.6
999800025670SR,36
999800013469SR,36
999800045591CF,48
999800019091CF,39.6
999800017710CF,36
999800038865SR,36
999800002908CF,43.8
999800002891SR,36
999800041990SR,36
999800002687SR,0
999800004789SR,36
999800014143SR,60
999800028622SR,60
999800003880CF,28.2
999800024066CF,39.6
999800045809SR,42
999800004426CF,19.8
999800037192CF,31.8
999800035691SR,24
999800043117SR,36
999800007963CF,24
999800020546SR,60
999800033700CF,48
999800024227CF,36
999800042239CF,25.5743
999800015204SR,24
999800004075CF,48
999800000424SR,60
999800020176CF,39.6
999800028711CF,23.22
999800049420SR,0
999800013106SR,42
999800048998SR,0
999800027998CF,43.8
999800042172CF,39.6
999800002385SR,60
999800013247SR,42
999800027868CF,39.6
999800044148SR,0
999800047222CF,23.4
999800030045SR,42
999800015404CF,20.22
999800017257SR,60
999800031409CF,27.6
999800024002CF,24
999800011423SR,36
999800015085CF,0
999800037666SR,36
999800011621CF,39.6
999800039091CF,31.8
999800005102SR,42
999800015349CF,19.8
999800006437SR,60
999800022171CF,19.8
999800016618CF,24
999800002347CF,24
999800036415CF,31.8
999800001347SR,0
999800044183CF,19.8
999800018933CF,19.8
999800030405SR,42
999800017964CF,16.2
999800047255SR,24
999800011381SR,60
999800018549CF,55.8
999800034590CF,19.8
999800032792SR,36
999800045954SR,60
999800004865CF,16.2
999800005875CF,48
999800014801CF,19.8
999800046181CF,36
999800044688CF,19.8
999800035217SR,42
999800024022SR,54
999800028217CF,48
999800001193CF,19.8
999800047607SR,30
999800004899CF,24
999800009875SR,24
999800012904CF,19.8
999800009081SR,36
999800025106CF,43.8
999800030005SR,54
999800042290CF,16.2
999800009964SR,36
999800000552SR,0
999800016099SR,42
999800020465SR,36
999800022901CF,35.3538
999800024794SR,60
999800011880CF,48
999800014902SR,36
999800043068SR,36
999800008196SR,18
999800010650SR,60
999800038034CF,40.2
999800007199SR,36
999800040067SR,60
999800038215CF,55.8
999800021817SR,36
999800037075CF,28.2
999800007405CF,23.6093
999800031309CF,39.6
999800037895SR,36
999800027116CF,28.2
999800032887CF,48
999800015823SR,60
999800012085CF,39.6
999800038852SR,36
999800049817CF,0
999800009936CF,55.8
999800043456CF,39.6
999800037523CF,52.2
999800042869SR,18
999800033358SR,36
999800038520SR,60
999800027987CF,31.8
999800040708SR,18
999800007606SR,18
999800035673CF,39.6
999800023017SR,30
999800024242SR,0
999800015575SR,42
999800022185SR,36
999800023176CF,39.6
999800018906CF,31.8
999800001646SR,60
999800024616SR,24
999800013005SR,24
999800000073SR,60
999800039813CF,19.8
999800047472SR,36
999800032181SR,0
999800033976SR,36
999800017432CF,31.8
999800008740SR,60
999800010252SR,36
999800009034CF,24
999800009429SR,36
999800048320CF,40.3738
999800036131SR,18
999800043827SR,42
999800034003SR,60
999800035005SR,36
999800022569SR,48
999800013461SR,0
999800032170SR,30
999800030466CF,39.6
999800002415SR,42
999800025602CF,19.8
999800025978CF,32.7789
999800049319CF,0
999800004200SR,30
999800006919SR,36
999800034360CF,36
999800020443SR,18
999800049761SR,0
999800010935SR,42
999800047888CF,55.8
999800028491CF,39.6
999800004026CF,40.2
999800009293SR,24
999800004211SR,18
999800010095CF,24
999800000617CF,31.8
999800015479CF,35.7
999800011205CF,28.2
999800040930SR,36
999800032070CF,52.8977
999800049223SR,0
999800029653SR,24
999800046278SR,36
999800027247CF,60
999800021099CF,39.6
999800037713CF,19.8
999800013947SR,36
999800049479CF,0
999800045347SR,24
999800018280CF,39.6
999800002757SR,42
999800036672SR,36
999800038659CF,48
999800021738CF,55.8
999800005801CF,48
999800016336CF,16.7571
999800027058CF,55.8
999800024213SR,0
999800010836SR,60
999800009563CF,55.8
999800033847SR,36
999800007100SR,24
999800013362CF,19.8
999800021983CF,43.8
999800046568SR,60
999800025358SR,24
999800020524CF,40.2
999800033511SR,36
999800046810SR,54
999800005692SR,36
999800017351SR,36
999800001203CF,43.8
999800034943CF,48
999800010486CF,44.2667
999800042726CF,43.8
999800025364SR,60
999800018795CF,19.8
999800016337SR,36
999800004057CF,24
999800043891CF,19.8
999800003271SR,42
999800046118CF,55.8
999800031231CF,55.8
999800000807CF,55.8
999800042631SR,36
999800010046CF,19.8
999800005582SR,0
999800008595CF,24
999800004239CF,19.8
999800027402SR,36
999800047779SR,36
999800022644CF,55.8
999800012144SR,30
999800030780CF,39.6
999800025323SR,36
999800047139CF,34.2429
999800021031SR,36
999800002860CF,31.8
999800045446SR,36
999800018813CF,43.8
999800017485SR,54
999800046589SR,54
999800003572CF,24
999800038031CF,19.8
999800031386CF,43.8
999800044004CF,19.8
999800048034CF,55.8
999800021098CF,39.6878
999800035990SR,60
999800020700SR,60
999800005940SR,36
999800023503SR,36
999800029641SR,42
999800007490CF,43.8
999800032598SR,24
999800045345SR,36
999800000981CF,19.8
999800047720CF,36
999800035187CF,60
999800004147CF,43.8
999800007933CF,55.8
999800010824SR,36
999800049741CF,0
999800024529CF,27.6
999800007435CF,12
999800041438CF,55.8
999800046532SR,60
999800045460SR,42
999800002771SR,60
999800022280SR,36
999800049574SR,0
999800031161SR,36
999800048483SR,42
999800013324SR,60
999800043221CF,55.8
999800043490CF,30.9474
999800013841CF,55.8
999800023272CF,40.2
999800019800SR,36
999800009265SR,0
999800029766SR,60
999800031558SR,60
999800000423CF,19.8
999800001241SR,30
999800013118CF,52.2
999800018088SR,30
999800003015SR,60
999800003420CF,55.8
999800026172SR,36
999800022716SR,54
999800009794SR,36
999800011447SR,36
999800019735CF,48
999800037674SR,60
999800005024SR,36
999800021506CF,19.8
999800002528SR,60
999800027521CF,24
999800002036SR,36
999800012379CF,0
999800045875SR,36
999800033663SR,30
999800047083SR,42
999800011551SR,36
999800002548SR,24
999800001741CF,43.8
999800038268SR,30
999800001463SR,30
999800011158SR,0
999800038625SR,36
999800025399SR,36
999800025027CF,19.8
999800034303SR,18
999800015120CF,48
999800028214SR,36
999800003579SR,36
999800004766SR,36
999800030505SR,36
999800045573SR,24
999800002460SR,36
999800012191CF,0
999800043558CF,31.8
999800037127CF,43.8
999800049769CF,0
999800017309SR,42
999800011563SR,48
999800020104CF,24
999800005452SR,42
999800030907SR,30
999800001912SR,36
999800013260CF,55.8
999800001028SR,36
999800012388SR,18
999800046356CF,24
999800023911CF,43.8
999800019503SR,36
999800042584CF,43.8
999800004469SR,42
999800027882SR,36
999800046781CF,29.2027
999800003313SR,42
999800037537SR,42
999800012218CF,36
999800004039SR,36
999800016517CF,48
999800035139SR,36
999800031254CF,43.5407
999800042358CF,24
999800045708SR,60
999800019154SR,0
999800039786CF,36
999800007916SR,18
999800019469CF,32.1582
999800045652SR,60
999800007758CF,24
999800021001CF,39.6
999800006454CF,52.2
999800033841CF,24
999800007455CF,48
999800012161CF,48
999800024051CF,55.8
999800007820SR,36
999800002621CF,55.8
999800039371SR,42
999800033193CF,0
999800011420SR,24
999800016075SR,42
999800012097SR,36
999800010854SR,36
999800001150SR,36
999800025252CF,36
999800011769SR,36
999800004052CF,36
999800037012CF,19.8
999800037638CF,48
999800048630SR,36
999800029727CF,43.8
999800042023SR,30
999800005241SR,24
999800027902CF,28.2
999800013706SR,36
999800023504SR,60
999800036975SR,36
999800016486CF,40.2
999800046679SR,36
999800004213CF,36
999800042716CF,60
999800019940SR,60
999800041326SR,36
999800014473SR,36
999800000054SR,42
999800000707SR,42
999800006750CF,24
999800005502CF,24
999800029972CF,19.8
999800025598CF,52.2
999800025086CF,36
999800024884SR,36
999800038121CF,36
999800039815SR,18
999800029579SR,42
999800001496SR,24
999800007561CF,11.6927
999800013617SR,60
999800049379CF,0
999800010891CF,36
999800023147SR,60
999800015307SR,36
999800026701CF,24
999800017032SR,42
999800027020CF,19.8
999800043560CF,48
999800030424SR,54
999800000593CF,19.8
999800007466SR,60
999800023022CF,40.2
999800016516SR,18
999800046953CF,12
999800001367SR,36
999800013011SR,36
999800017530SR,42
999800038061CF,19.8
999800000231SR,42
999800010631CF,43.8
999800044502CF,55.8
999800049202SR,0
999800000051SR,42
999800038904CF,19.8
999800043190SR,42
999800029213CF,36
999800035152CF,31.8
999800004358SR,60
999800003159CF,39.6
999800049760CF,0
999800004846SR,60
999800019318SR,42
999800012421SR,0
999800019023CF,31.8
999800018409SR,42
999800044005SR,36
999800029193CF,39.6
999800022001SR,60
999800003111CF,48
999800000926SR,36
999800007479SR,36
999800016302SR,36
999800023546SR,36
999800001257CF,24.0875
999800039065CF,16.2
999800031679SR,18
999800021257SR,30
999800033304CF,19.8
999800011687CF,40.2
999800045263CF,31.8
999800009895CF,40.2
999800002003SR,48
999800016634CF,48
999800023105CF,19.8
999800008311SR,36
999800015193SR,36
999800030937SR,36
999800027440CF,19.8
999800010465SR,36
999800035188SR,36
999800036290SR,36
999800022187CF,0
999800002800SR,0
999800013596SR,48
999800028731SR,42
999800025879SR,42
999800033741CF,21.4286
999800006540SR,30
999800025164SR,42
999800020555SR,18
999800043762SR,18
999800006647CF,48
999800047413SR,18
999800001650CF,36
999800031507CF,0
999800017244CF,55.8
999800018012SR,48
999800001549CF,55.8
999800008534CF,12
999800016234CF,19.8
999800002241CF,19.8
999800036036SR,60
999800030775CF,19.8
999800024655SR,0
999800014632CF,39.6
999800042880SR,24
999800018908SR,60
999800010161SR,36
999800019273SR,60
999800010170CF,17.4
999800039890SR,36
